,net_size,num_packets,elapsed,delay_error,delivery_prob_error,last_system_size_error
0,4,1000000,1.8234807650151197,0.0,0.0,0.0
1,4,100,0.0016858229937497526,0.08421828385838714,0.0036029417668264232,0.008282178997236092
2,4,100,0.001539713004603982,0.02160246961048789,0.0036029417668264232,0.14141730769774044
3,4,100,0.0016470499977003783,0.22946946096436835,0.006743480313243916,0.0671525711755824
4,4,100,0.0015601720078848302,0.08656637471118118,0.0036029417668264232,0.42504671038156117
5,4,100,0.0015977569855749607,0.013904820594272197,0.0036029417668264232,0.1969783805248324
6,4,100,0.0016106440161820501,0.12762034496970914,0.0036029417668264232,0.21164792670592997
7,4,100,0.0015893119852989912,0.037571639957803014,0.0065344616853636964,0.23335306242097542
8,4,100,0.0016105039976537228,0.015914745109354825,0.0036029417668264232,0.2513531934906193
9,4,100,0.0015893900126684457,0.00228811368109205,0.0036029417668264232,0.010640013554591762
10,4,100,0.001614371984032914,0.1646352187149032,0.0036029417668264232,0.3510249811023293
11,4,100,0.001708947995211929,0.019592333231916073,0.0036029417668264232,0.5832072468163283
12,4,100,0.0016487620014231652,0.293129021136098,0.0036029417668264232,0.25025366384582326
13,4,100,0.0016396460123360157,0.09542151088861887,0.0036029417668264232,0.5223283175468072
14,4,100,0.0016546350088901818,0.08490089201588717,0.0036029417668264232,0.15674082680278362
15,4,100,0.001615609013242647,0.04768558985837163,0.016671865137553928,0.16367410638095473
16,4,100,0.0015682429948356003,0.10617978597321504,0.0036029417668264232,0.3350088560835975
17,4,100,0.0015970550011843443,0.04454588102567806,0.0036029417668264232,0.5896098796315057
18,4,100,0.0016548680141568184,0.19839206150911892,0.0036029417668264232,0.16788836634412546
19,4,100,0.0017227019998244941,0.010221974850000377,0.0036029417668264232,0.6912497728013385
20,4,100,0.0016515989846084267,0.008581885388088132,0.0036029417668264232,0.0958341043347992
21,4,200,0.001854561996879056,0.05316413915864604,0.0036029417668264232,0.12156922849521418
22,4,200,0.0017756159941200167,0.04610514014993547,0.01168035176261768,0.19000116478443424
23,4,200,0.0018439230043441057,0.05480092996844794,0.0036029417668264232,0.06366927888754227
24,4,200,0.0018032799998763949,0.08278014784970106,0.0036029417668264232,0.23678116492366735
25,4,200,0.001731958007439971,0.17712386889166973,0.011526750822623175,0.11490032655384848
26,4,200,0.00178307099849917,0.09927046485842277,0.0036029417668264232,0.13377136744559975
27,4,200,0.0018227529944851995,0.020378806662409817,0.006483519959473384,0.17984334229778592
28,4,200,0.0017465960117988288,0.2124169363366527,0.0036029417668264232,0.3384670045512493
29,4,200,0.001840248005464673,0.005368561625948738,0.0014657599592686923,0.005706070004177107
30,4,200,0.0018871249922085553,0.044898033947996185,0.0036029417668264232,0.18313032314218156
31,4,200,0.0017176599940285087,0.04881655133813894,0.0036029417668264232,0.3521022527524905
32,4,200,0.0017192100058309734,0.02487316713446314,0.0036029417668264232,0.32205273789360545
33,4,200,0.0017709259991534054,0.11797613656040959,0.0036029417668264232,0.2894644806239979
34,4,200,0.0018018469854723662,0.03391381562601069,0.00144028909632348,0.01801530353394613
35,4,200,0.001802462007617578,0.04360495702630258,0.0036029417668264232,0.011860371271119045
36,4,200,0.001932827988639474,0.1728417512751509,0.0036029417668264232,0.14982012997814903
37,4,200,0.0017943910206668079,0.2317088399549976,0.0036029417668264232,0.4956959522755992
38,4,200,0.00174809800228104,0.07263740877904873,0.0036029417668264232,0.284581077444672
39,4,200,0.0018788349989335984,0.04051769154842312,0.00144028909632348,0.08861941702203903
